NAMA DESA;IKS;IKE;IKL;IDM;Status
TULIMA;0,531;0,312;0,522;0,455;0
WELESI;0,5012;0,1987;0,59;0,429966667;0
YAGARA;0,5086;0,2167;0,6;0,441766667;0
KAMA;0,5086;0,5883;0,6667;0,587866667;1
MAWAMPI;0,5314;0,55;0,6667;0,5827;1
SILUMAREK;0,5086;0,5833;0,6667;0,5862;1
ALOLIK;0,4514;0,2167;0,6667;0,444933333;0
ALULA;0,4629;0,2167;0,6667;0,448766667;0
KOMA;0,542857143;0,283333333;0,666666667;0,497619048;1
TULEM;0,4743;0,2167;0,6667;0,452566667;0
WILIGIMA;0,4629;0,2167;0,6667;0,448766667;0
ALUGI;0,542857143;0,283333333;0,666666667;0,497619048;1
KUKURIMA;0,542857143;0,283333333;0,666666667;0,497619048;1
PIRAMBOT;0,542857143;0,283333333;0,666666667;0,497619048;1
TEGABAGA;0,542857143;0,283333333;0,666666667;0,497619048;1
WODLOMA;0,542857143;0,283333333;0,666666667;0,497619048;1
WOLLO TIMUR;0,542857143;0,283333333;0,666666667;0,497619048;1
WOLO;0,542857143;0,283333333;0,666666667;0,497619048;1
WUNAN;0,542857143;0,283333333;0,666666667;0,497619048;1
KETIMAVIT;0,5943;0,43333;0,6;0,542543333;1
LOGONOBA;0,5771;0,2;0,6667;0,481266667;0
PIPITMO;0,3429;0,2667;0,6667;0,425433333;0
SINAREKOWA;0,5886;0,2667;0,6;0,4851;0
WESAKIN;0,542857143;0,283333333;0,666666667;0,497619048;1
WESAKMA;0,4343;0,5833;0,6667;0,561433333;1
AIPAKMA;0,548571429;0,4666667;0,666666667;0,560634932;1
AKOREK;0,542857143;0,283333333;0,666666667;0,497619048;1
BITTI;0,548571429;0,4666667;0,666666667;0,560634932;1
MANILI;0,548571429;0,4666667;0,666666667;0,560634932;1
PILIMO;0,548571429;0,4666667;0,666666667;0,560634932;1
TAGANIK;0,548571429;0,4666667;0,666666667;0,560634932;1
TUMUN;0,548571429;0,4666667;0,666666667;0,560634932;1
WAMANUK DUA;0,548571429;0,4666667;0,666666667;0,560634932;1
WANANUK;0,548571429;0,4666667;0,666666667;0,560634932;1
WUGURIMA;0,548571429;0,4666667;0,666666667;0,560634932;1
YALENGGA;0,548571429;0,4666667;0,666666667;0,560634932;1
BAGIA;0,6629;0,2667;0,6;0,509866667;1
BIBIOSI;0,7143;0,35;0,6667;0,577;1
KWIMI;0,6857;0,4167;0,6;0,567466667;1
SAWABUUN;0,5314;0,2333;0,5333;0,432666667;0
SAWANAWA;0,5943;0,2833;0,6667;0,5148;1
UBIYAU;0,64;0,2667;0,6667;0,5244;1
BABURIA;0,4;0,316666667;0,666666667;0,461111111;0
SANGGARIA;0,645714286;0,366666667;0,6;0,537460317;1
WARBO;0,611428571;0,4;0,6;0,537142857;1
YAMMUA;0,594285714;0,283333333;0,6;0,492539683;1
YATU RAHARJA;0,691428571;0,366666667;0,6;0,552698413;1
YOWONG;0,5486;0,4667;0,5333;0,5162;1
AMYU;0,501;0,5029;0,3333;0,445733333;0
KIBAY;0,4702;0,5771;0,2333;0,426866667;0
KIKERE;0,697142857;0,483333333;0,6;0,593492063;1
KRIKU;0,594285714;0,316666667;0,533333333;0,481428571;0
PETEWI;0,605714286;0,4;0,6;0,535238095;1
SANGKE;0,44;0,316666667;0,6;0,452222222;0
SKOFRO;0,5714;0,2667;0,6;0,479366667;0
SUSKUN;0,5497;0,5657;0,4833;0,5329;1
YETTI;0,7086;0,3;0,5333;0,513966667;1
KAISENAR;0,4057;0,1833;0,6;0,396333333;0
KIAMBRA;0,4;0,1833;0,6;0,394433333;0
LIKET;0,3829;0,1833;0,6;0,388733333;0
ONAM;0,3771;0,1833;0,6;0,3868;0
TEFANMA SATU;0,3943;0,1833;0,6;0,392533333;0
PYAWI;0,657142857;0,383333333;0,6;0,546825397;1
SAWYATAMI;0,417142857;0,266666667;0,533333333;0,405714286;0
USKWAR;0,497142857;0,333333333;0,6;0,476825397;0
WAMBES;0,657142857;0,283333333;0,666666667;0,535714286;1
WEMBI;0,691428571;0,45;0,6;0,58047619;1
WONOREJO;0,548571429;0,233333333;0,6;0,460634921;0
YAMARA;0,628571429;0,416666667;0,666666667;0,570634921;1
MOLOF;0,4421;0,5429;0,52;0,501666667;1
NAMLA;0,4732;0,5029;0,3167;0,430933333;0
SENGGI;0,5579;0,6571;0,35;0,521666667;1
USKU;0,4051;0,5486;0,2667;0,4068;0
WALEY;0,5446;0,6171;0,35;0,5039;1
WARLEF;0,5448;0,6343;0,4;0,526366667;1
WOSLAY;0,596;0,5714;0,55;0,572466667;1
ALANG-ALANG RAYA;0,5483;0,6114;0,3667;0,5088;1
GUDANG GARAM;0,541;0,6229;0,3333;0,499066667;1
SAEFEN EMPAT DUA;0,554285714;0,333333333;0,666666667;0,518095238;1
SKANTO;0,5235;0,5371;0,3667;0,475766667;0
WALMA;0,5213;0,4971;0,4;0,4728;0
BIAS;0,485714286;0,25;0,6;0,445238095;0
JEMBER;0,417142857;0,183333333;0,666666667;0,422380952;0
LULES;0,491428571;0,333333333;0,666666667;0,497142857;1
MILKI;0,537142857;0,283333333;0,533333333;0,451269841;0
NILITI;0,537142857;0,283333333;0,533333333;0,451269841;0
PRIS;0,537142857;0,283333333;0,533333333;0,451269841;0
TEFALMA;0,445714286;0,25;0,666666667;0,454126984;0
TERFONES;0,6057;0,1833;0,6;0,463;0
TOWE ATAS;0,537142857;0,283333333;0,533333333;0,451269841;0
TOWE HITAM;0,4914;0,25;0,6;0,447133333;0
AMPAS;0,68;0,2667;0,6;0,515566667;1
BANDA;0,6971;0,2667;0,6667;0,5435;1
BOMPAI;0,491428571;0,333333333;0,666666667;0,497142857;1
KALIFAM;0,7314;0,2833;0,6;0,538233333;1
KALIMALA;0,525714286;0,25;0,533333333;0,436349206;0
PUND;0,6629;0,3;0,5333;0,498733333;1
SACK;0,5029;0,3;0,6667;0,489866667;0
YUWAINDA;0,6286;0,2667;0,6;0,498433333;1
DUBU;0,4768;0,4971;0,3333;0,435733333;0
EMBI;0,5251;0,5086;0,2667;0,433466667;0
SEMOGRAFI;0,4067;0,52;0,2333;0,386666667;0
TATAKRA;0,4857;0,4571;0,3333;0,425366667;0
UMURAF;0,3914;0,2743;0,2333;0,299666667;0
YAMRAF DUA;0,3997;0,3657;0,2333;0,3329;0
AKARINDA;0,514285714;0,316666667;0,6;0,476984127;0
AMGOTRO;0,4743;0,3;0,6;0,4581;0
FAFENUMBU;0,52;0,183333333;0,533333333;0,412222222;0
JIFANGGRY;0,428571429;0,283333333;0,666666667;0,45952381;0
MONGGOAFI;0,457142857;0,15;0,8;0,469047619;0
YABANDA;0,5543;0,3833;0,6;0,512533333;1
YURUF;0,5657;0,3;0,6;0,488566667;0
ANDIAPUT;0,3257;0,3;0,6667;0,4308;0
DOLINGGAME;0,3829;0,2833;0,6667;0,4443;0
EYUNI;0,3314;0,25;0,5333;0,371566667;0
INDAWA;0,4343;0,2667;0,6;0,433666667;0
NAMBUME;0,3371;0,3;0,6667;0,4346;0
TINGGIRA;0,491428571;0,333333333;0,666666667;0,497142857;1
WUMUAK;0,491428571;0,333333333;0,666666667;0,497142857;1
WURAGABUR;0,491428571;0,333333333;0,666666667;0,497142857;1
YUGUMIA;0,491428571;0,333333333;0,666666667;0,497142857;1
ANITILA;0,445714286;0,216666667;0,666666667;0,443015873;0
BOGOGUNIK;0,365714286;0,183333333;0,666666667;0,405238095;0
LUAGAME;0,44;0,266666667;0,533333333;0,413333333;0
LUBUTINI;0,451428571;0,3;0,666666667;0,472698413;0
NANIM;0,525714286;0,3;0,666666667;0,497460317;1
NINDONAK;0,52;0,266666667;0,6;0,462222222;0
TIKOME;0,297142857;0,216666667;0,666666667;0,393492063;0
TIKOYOWA;0,462857143;0,216666667;0,666666667;0,448730159;0
WANGGUNOM;0,497142857;0,233333333;0,533333333;0,421269841;0
BALIME;0,491428571;0,333333333;0,666666667;0,497142857;1
BALINGGA;0,491428571;0,333333333;0,666666667;0,497142857;1
BINOLANGGEN;0,491428571;0,333333333;0,666666667;0,497142857;1
DEWAKA;0,491428571;0,333333333;0,666666667;0,497142857;1
GUME;0,491428571;0,333333333;0,666666667;0,497142857;1
TIMA;0,491428571;0,333333333;0,666666667;0,497142857;1
TIMONIKIME;0,491428571;0,333333333;0,666666667;0,497142857;1
TOWEWAK;0,491428571;0,333333333;0,666666667;0,497142857;1
YIALO;0,491428571;0,333333333;0,666666667;0,497142857;1
YUMANERI;0,491428571;0,333333333;0,666666667;0,497142857;1
ANGGUMABUME;0,491428571;0,333333333;0,666666667;0,497142857;1
BALIEMPURA;0,491428571;0,333333333;0,666666667;0,497142857;1
DENOMAGI;0,491428571;0,333333333;0,666666667;0,497142857;1
LOREA;0,491428571;0,333333333;0,666666667;0,497142857;1
MAGAME;0,491428571;0,333333333;0,666666667;0,497142857;1
TINGGIPURA;0,491428571;0,333333333;0,666666667;0,497142857;1
YEYUGU;0,491428571;0,333333333;0,666666667;0,497142857;1
YUGUME;0,491428571;0,333333333;0,666666667;0,497142857;1
BIRIK;0,314285714;0,183333333;0,666666667;0,388095238;0
BRUYUGU;0,348571429;0,183333333;0,666666667;0,39952381;0
EKABA;0,32;0,183333333;0,666666667;0,39;0
LONGGAPUR;0,36;0,183333333;0,666666667;0,403333333;0
OGODOME;0,365714286;0,183333333;0,666666667;0,405238095;0
TIKULUK;0,308571429;0,183333333;0,666666667;0,386190476;0
WAME;0,365714286;0,183333333;0,666666667;0,405238095;0
WUMBUGI;0,36;0,183333333;0,6;0,381111111;0
YALOGU;0,308571429;0,183333333;0,666666667;0,386190476;0
DANGGUNI;0,491428571;0,333333333;0,666666667;0,497142857;1
DUA LANNY;0,491428571;0,333333333;0,666666667;0,497142857;1
GENENA;0,491428571;0,333333333;0,666666667;0,497142857;1
ILUNGGIME;0,491428571;0,333333333;0,666666667;0,497142857;1
KABIGA;0,491428571;0,333333333;0,666666667;0,497142857;1
KARUNGGAME;0,491428571;0,333333333;0,666666667;0,497142857;1
KELONOME;0,491428571;0,333333333;0,666666667;0,497142857;1
KULOGONGGAME;0,491428571;0,333333333;0,666666667;0,497142857;1
MELENDIK;0,491428571;0,333333333;0,666666667;0,497142857;1
PIRIME;0,491428571;0,333333333;0,666666667;0,497142857;1
TEKUL;0,491428571;0,333333333;0,666666667;0,497142857;1
TIMOLOME;0,491428571;0,333333333;0,666666667;0,497142857;1
WUNIME;0,491428571;0,333333333;0,666666667;0,497142857;1
DIMBA;0,491428571;0,333333333;0,666666667;0,497142857;1
MAGEGOBAK;0,491428571;0,333333333;0,666666667;0,497142857;1
MEWILANGUN;0,491428571;0,333333333;0,666666667;0,497142857;1
NONGOPNAGE;0,491428571;0,333333333;0,666666667;0,497142857;1
TALIBARENAK;0,491428571;0,333333333;0,666666667;0,497142857;1
WAWIRAGI;0,491428571;0,333333333;0,666666667;0,497142857;1
WENGENAMBUR;0,491428571;0,333333333;0,666666667;0,497142857;1
YUGWA;0,491428571;0,333333333;0,666666667;0,497142857;1
GAMELIA;0,491428571;0,333333333;0,666666667;0,497142857;1
GAWIWARAK;0,491428571;0,333333333;0,666666667;0,497142857;1
GUNAGEWAK;0,491428571;0,333333333;0,666666667;0,497142857;1
MEYAGALE;0,491428571;0,333333333;0,666666667;0,497142857;1
PIRAWUN;0,491428571;0,333333333;0,666666667;0,497142857;1
WULAIPAS;0,491428571;0,333333333;0,666666667;0,497142857;1
WUNUME;0,491428571;0,333333333;0,666666667;0,497142857;1
WUPI;0,491428571;0,333333333;0,666666667;0,497142857;1
BEAM;0,491428571;0,333333333;0,666666667;0,497142857;1
GELOK;0,491428571;0,333333333;0,666666667;0,497142857;1
GONDURA;0,491428571;0,333333333;0,666666667;0,497142857;1
JUTA;0,491428571;0,333333333;0,666666667;0,497142857;1
KULIP;0,491428571;0,333333333;0,666666667;0,497142857;1
MURTANI;0,491428571;0,333333333;0,666666667;0,497142857;1
PIRAMBOR;0,491428571;0,333333333;0,666666667;0,497142857;1
TIGIMA;0,491428571;0,333333333;0,666666667;0,497142857;1
WANGGU;0,491428571;0,333333333;0,666666667;0,497142857;1
BALIMNERI;0,491428571;0,333333333;0,666666667;0,497142857;1
DINUWI;0,491428571;0,333333333;0,666666667;0,497142857;1
GWILONIK;0,491428571;0,333333333;0,666666667;0,497142857;1
ILIM;0,491428571;0,333333333;0,666666667;0,497142857;1
KUNGGANERI;0,491428571;0,333333333;0,666666667;0,497142857;1
TIMOTANI;0,491428571;0,333333333;0,666666667;0,497142857;1
WAMITU;0,491428571;0,333333333;0,666666667;0,497142857;1
GOLOPURA;0,491428571;0,333333333;0,666666667;0,497142857;1
GUBUGAME;0,491428571;0,333333333;0,666666667;0,497142857;1
KAMENAK;0,491428571;0,333333333;0,666666667;0,497142857;1
KULIA;0,491428571;0,333333333;0,666666667;0,497142857;1
LIBOME;0,491428571;0,333333333;0,666666667;0,497142857;1
NENGGUGA;0,491428571;0,333333333;0,666666667;0,497142857;1
NILEME;0,491428571;0,333333333;0,666666667;0,497142857;1
PERIME;0,491428571;0,333333333;0,666666667;0,497142857;1
WADINAWI;0,491428571;0,333333333;0,666666667;0,497142857;1
WIRINI;0,491428571;0,333333333;0,666666667;0,497142857;1
YAMIGA;0,491428571;0,333333333;0,666666667;0,497142857;1
GUKOPI;0,485714286;0,183333333;0,666666667;0,445238095;0
GUNA;0,491428571;0,183333333;0,666666667;0,447142857;0
KEYAGALO;0,434285714;0,183333333;0,666666667;0,428095238;0
KORI;0,457142857;0,183333333;0,666666667;0,435714286;0
NONDINIME;0,434285714;0,183333333;0,533333333;0,383650794;0
PIWUGUN;0,571428571;0,183333333;0,333333333;0,362698413;0
WIGUME;0,365714286;0,233333333;0,533333333;0,377460317;0
ANDEYOK;0,491428571;0,333333333;0,666666667;0,497142857;1
JILAM;0,491428571;0,333333333;0,666666667;0,497142857;1
KIBINGGA;0,491428571;0,333333333;0,666666667;0,497142857;1
KIMBO;0,491428571;0,333333333;0,666666667;0,497142857;1
LELAM;0,491428571;0,333333333;0,666666667;0,497142857;1
MAGELO;0,491428571;0,333333333;0,666666667;0,497142857;1
OGOBAKNI;0,491428571;0,333333333;0,666666667;0,497142857;1
ONESIA;0,491428571;0,333333333;0,666666667;0,497142857;1
PENGGIMA;0,491428571;0,333333333;0,666666667;0,497142857;1
TEIKO;0,491428571;0,333333333;0,666666667;0,497142857;1
WAPUR;0,491428571;0,333333333;0,666666667;0,497142857;1
YANEKO;0,491428571;0,333333333;0,666666667;0,497142857;1
AYAFOFA;0,491428571;0,333333333;0,666666667;0,497142857;1
DELEGARI;0,491428571;0,333333333;0,666666667;0,497142857;1
IGIMBUA;0,491428571;0,333333333;0,666666667;0,497142857;1
SALEMO;0,491428571;0,333333333;0,666666667;0,497142857;1
TOWOLUK;0,491428571;0,333333333;0,666666667;0,497142857;1
TUNUME;0,491428571;0,333333333;0,666666667;0,497142857;1
YILOKDU;0,491428571;0,333333333;0,666666667;0,497142857;1
YUDANI;0,491428571;0,333333333;0,666666667;0,497142857;1
ILUNGGIJIME;0,491428571;0,333333333;0,666666667;0,497142857;1
JUYIGA;0,491428571;0,333333333;0,666666667;0,497142857;1
KELULOME;0,491428571;0,333333333;0,666666667;0,497142857;1
LEWINAGI;0,491428571;0,333333333;0,666666667;0,497142857;1
MULUNERI;0,491428571;0,333333333;0,666666667;0,497142857;1
PERAGIME;0,491428571;0,333333333;0,666666667;0,497142857;1
TALOGI;0,491428571;0,333333333;0,666666667;0,497142857;1
WEGENPURA;0,491428571;0,333333333;0,666666667;0,497142857;1
WIRINGGAME;0,491428571;0,333333333;0,666666667;0,497142857;1
WIYAGI;0,491428571;0,333333333;0,666666667;0,497142857;1
AMBENA;0,491428571;0,333333333;0,666666667;0,497142857;1
GUNUMBUR;0,491428571;0,333333333;0,666666667;0,497142857;1
KOLAYAK;0,382857143;0,233333333;0,6;0,405396825;0
KOLUNGGU;0,434285714;0,25;0,6;0,428095238;0
KONDENA;0,491428571;0,333333333;0,666666667;0,497142857;1
LABORA;0,491428571;0,333333333;0,666666667;0,497142857;1
LALUGUME;0,354285714;0,2;0,666666667;0,406984127;0
TIMOTIUS;0,491428571;0,333333333;0,666666667;0,497142857;1
WANUGA;0,491428571;0,333333333;0,666666667;0,497142857;1
YAGARIKME;0,491428571;0,333333333;0,666666667;0,497142857;1
GUBURINI;0,582857143;0,366666667;0,733333333;0,560952381;1
INDUGU;0,491428571;0,333333333;0,666666667;0,497142857;1
JIWIKELANNY;0,565714286;0,4;0,466666667;0,477460317;0
KAGALUWI;0,428571429;0,183333333;0,333333333;0,315079365;0
LONDU;0,462857143;0,366666667;0,466666667;0,432063492;0
NISIMOK;0,451428571;0,233333333;0,333333333;0,339365079;0
PINAME;0,491428571;0,333333333;0,666666667;0,497142857;1
YUGUME;0,474285714;0,283333333;0,733333333;0,496984127;1
KUYAWAGE;0,491428571;0,333333333;0,666666667;0,497142857;1
LUAREM;0,491428571;0,333333333;0,666666667;0,497142857;1
PEKO;0,491428571;0,333333333;0,666666667;0,497142857;1
TUMBUPUR;0,491428571;0,333333333;0,666666667;0,497142857;1
TUNIKELE;0,491428571;0,333333333;0,666666667;0,497142857;1
UWOME;0,491428571;0,333333333;0,666666667;0,497142857;1
WUPAGA;0,491428571;0,333333333;0,666666667;0,497142857;1
YUGUNOMBA;0,491428571;0,333333333;0,666666667;0,497142857;1
BAWI;0,491428571;0,333333333;0,666666667;0,497142857;1
BONOM;0,491428571;0,333333333;0,666666667;0,497142857;1
KUMULUME;0,491428571;0,333333333;0,666666667;0,497142857;1
KUWANOM;0,491428571;0,333333333;0,666666667;0,497142857;1
KUWOGE;0,491428571;0,333333333;0,666666667;0,497142857;1
LAGAME;0,491428571;0,333333333;0,666666667;0,497142857;1
LAURAPAGA;0,491428571;0,333333333;0,666666667;0,497142857;1
OGIN;0,491428571;0,333333333;0,666666667;0,497142857;1
TINGGINI;0,491428571;0,333333333;0,666666667;0,497142857;1
UWAGAMBUR;0,491428571;0,333333333;0,666666667;0,497142857;1
YUGIMBO;0,491428571;0,333333333;0,666666667;0,497142857;1
GEMBILANI;0,491428571;0,333333333;0,666666667;0,497142857;1
KEMIRI;0,491428571;0,333333333;0,666666667;0,497142857;1
KOTORAMBUR;0,491428571;0,333333333;0,666666667;0,497142857;1
MAMIRI;0,491428571;0,333333333;0,666666667;0,497142857;1
NAMBUME;0,491428571;0,333333333;0,666666667;0,497142857;1
TENGENAWI;0,491428571;0,333333333;0,666666667;0,497142857;1
WAGANENGA;0,491428571;0,333333333;0,666666667;0,497142857;1
YORENIME;0,491428571;0,333333333;0,666666667;0,497142857;1
GILO;0,462857143;0,333333333;0,666666667;0,487619048;0
KEWAGI;0,434285714;0,15;0,666666667;0,416984127;0
MBU;0,457142857;0,15;0,666666667;0,424603175;0
NOMBOME;0,44;0,3;0,6;0,446666667;0
NUMBOKAWI;0,508571429;0,266666667;0,666666667;0,480634921;0
WABIRAGI;0,44;0,366666667;0,666666667;0,491111111;1
WUNABUNGGU;0,394285714;0,166666667;0,666666667;0,409206349;0
YIGEMILI;0,428571429;0,266666667;0,666666667;0,453968254;0
BAGI;0,491428571;0,333333333;0,666666667;0,497142857;1
BINILANI;0,491428571;0,333333333;0,666666667;0,497142857;1
GANUME;0,491428571;0,333333333;0,666666667;0,497142857;1
GUMBAN;0,491428571;0,333333333;0,666666667;0,497142857;1
LOWANOM;0,491428571;0,333333333;0,666666667;0,497142857;1
MALAGAI;0,491428571;0,333333333;0,666666667;0,497142857;1
NAMBU;0,491428571;0,333333333;0,666666667;0,497142857;1
OKA;0,491428571;0,333333333;0,666666667;0,497142857;1
JINOK;0,491428571;0,333333333;0,666666667;0,497142857;1
KIDONI;0,491428571;0,333333333;0,666666667;0,497142857;1
KUGAME;0,491428571;0,333333333;0,666666667;0,497142857;1
MILIMBO;0,491428571;0,333333333;0,666666667;0,497142857;1
TAKOBAK;0,491428571;0,333333333;0,666666667;0,497142857;1
UMBENAME;0,491428571;0,333333333;0,666666667;0,497142857;1
WAMINDIK;0,491428571;0,333333333;0,666666667;0,497142857;1
WEWOLOME;0,491428571;0,333333333;0,666666667;0,497142857;1
BIGIPURA;0,417142857;0,183333333;0,666666667;0,422380952;0
BUMALOME;0,36;0,183333333;0,666666667;0,403333333;0
GUNINGGAME;0,44;0,216666667;0,666666667;0,441111111;0
KONDENAME;0,411428571;0,183333333;0,666666667;0,42047619;0
MOKONI;0,502857143;0,266666667;0,666666667;0,478730159;0
POPOME;0,44;0,216666667;0,666666667;0,441111111;0
WAKUMALO;0,388571429;0,216666667;0,666666667;0,423968254;0
WUYUMBUR;0,411428571;0,25;0,666666667;0,442698413;0
YANGGELOME;0,405714286;0,316666667;0,666666667;0,463015873;0
ABUA;0,491428571;0,333333333;0,666666667;0,497142857;1
BOGANGI;0,491428571;0,333333333;0,666666667;0,497142857;1
GIKUR;0,491428571;0,333333333;0,666666667;0,497142857;1
GIPURA;0,491428571;0,333333333;0,666666667;0,497142857;1
GOLOME;0,491428571;0,333333333;0,666666667;0,497142857;1
GULU;0,491428571;0,333333333;0,666666667;0,497142857;1
KURUGUNERI;0,491428571;0,333333333;0,666666667;0,497142857;1
LUALO;0,491428571;0,333333333;0,666666667;0,497142857;1
MUARA;0,491428571;0,333333333;0,666666667;0,497142857;1
WIYAPUR;0,491428571;0,333333333;0,666666667;0,497142857;1
AMBIME;0,491428571;0,333333333;0,666666667;0,497142857;1
ELUBAGA;0,491428571;0,333333333;0,666666667;0,497142857;1
KOTORAMBUR;0,491428571;0,333333333;0,666666667;0,497142857;1
LANGGIME;0,491428571;0,333333333;0,666666667;0,497142857;1
PINDALO;0,491428571;0,333333333;0,666666667;0,497142857;1
WANGGAGOME;0,491428571;0,333333333;0,666666667;0,497142857;1
WULAWA;0,491428571;0,333333333;0,666666667;0,497142857;1
WUMBANAKME;0,491428571;0,333333333;0,666666667;0,497142857;1
YIMIRIBAGA;0,491428571;0,333333333;0,666666667;0,497142857;1
DAPOGI;0,491428571;0,333333333;0,666666667;0,497142857;1
DUGUME;0,491428571;0,333333333;0,666666667;0,497142857;1
KULUMBURU;0,491428571;0,333333333;0,666666667;0,497142857;1
MOLOBOK;0,491428571;0,333333333;0,666666667;0,497142857;1
TUGUNAKWI;0,491428571;0,333333333;0,666666667;0,497142857;1
WULUNDIA;0,491428571;0,333333333;0,666666667;0,497142857;1
YANURU;0,491428571;0,333333333;0,666666667;0,497142857;1
BERANGWI;0,491428571;0,333333333;0,666666667;0,497142857;1
KWENUKWI;0,491428571;0,333333333;0,666666667;0,497142857;1
LIBUNGGA;0,491428571;0,333333333;0,666666667;0,497142857;1
UNOM;0,491428571;0,333333333;0,666666667;0,497142857;1
WENEOGUN;0,491428571;0,333333333;0,666666667;0,497142857;1
WIMOLOME;0,491428571;0,333333333;0,666666667;0,497142857;1
YIRENE;0,491428571;0,333333333;0,666666667;0,497142857;1
YOGOBAK;0,491428571;0,333333333;0,666666667;0,497142857;1
AMBERINGIME;0,428571429;0,183333333;0,6;0,403968254;0
ANIWO;0,44;0,316666667;0,666666667;0,474444444;0
BUGUMBAK;0,508571429;0,25;0,666666667;0,475079365;0
EKANOM;0,434285714;0,283333333;0,666666667;0,461428571;0
UMBANUME;0,445714286;0,25;0,666666667;0,454126984;0
WENAM;0,548571429;0,183333333;0,666666667;0,466190476;0
YALIPAK;0,405714286;0,266666667;0,666666667;0,446349206;0
YUGUMBINIK;0,434285714;0,266666667;0,666666667;0,455873016;0
BIGIPAGA;0,491428571;0,333333333;0,666666667;0,497142857;1
BINIPAGA;0,491428571;0,333333333;0,666666667;0,497142857;1
BINOMPAGA;0,491428571;0,333333333;0,666666667;0,497142857;1
BRIGME;0,491428571;0,333333333;0,666666667;0,497142857;1
GUANERI;0,491428571;0,333333333;0,666666667;0,497142857;1
KANIKBUKME;0,491428571;0,333333333;0,666666667;0,497142857;1
LUGOBAK;0,491428571;0,333333333;0,666666667;0,497142857;1
LUGWA;0,491428571;0,333333333;0,666666667;0,497142857;1
LUNERI;0,491428571;0,333333333;0,666666667;0,497142857;1
MEGALUNIK;0,491428571;0,333333333;0,666666667;0,497142857;1
MUGIME;0,491428571;0,333333333;0,666666667;0,497142857;1
POGA;0,491428571;0,333333333;0,666666667;0,497142857;1
UNIKME;0,491428571;0,333333333;0,666666667;0,497142857;1
DURA;0,491428571;0,333333333;0,666666667;0,497142857;1
GINIME;0,491428571;0,333333333;0,666666667;0,497142857;1
GURIKA;0,491428571;0,333333333;0,666666667;0,497142857;1
KUAPUR;0,491428571;0,333333333;0,666666667;0,497142857;1
LANGGALO;0,491428571;0,333333333;0,666666667;0,497142857;1
OLUME;0,491428571;0,333333333;0,666666667;0,497142857;1
OYI;0,491428571;0,333333333;0,666666667;0,497142857;1
PALUNGGAME;0,491428571;0,333333333;0,666666667;0,497142857;1
WADINALOME;0,491428571;0,333333333;0,666666667;0,497142857;1
YILONDUM;0,491428571;0,333333333;0,666666667;0,497142857;1
BOGOMANUM;0,548571429;0,216666667;0,533333333;0,432857143;0
BONANIP;0,502857143;0,183333333;0,6;0,428730159;0
GIARI;0,462857143;0,216666667;0,466666667;0,382063492;0
KOTORAMBUR;0,6;0,216666667;0,666666667;0,494444444;1
KUKEPAKE;0,514285714;0,183333333;0,6;0,432539683;0
KUMULUK;0,497142857;0,183333333;0,333333333;0,337936508;0
LAMBUI;0,565714286;0,183333333;0,533333333;0,427460317;0
